
商品UID      SKU                  更新庫存      
7954       GM01007OW01XL        0         
7980       GM01122UW180M        442       
7981       GM01024UW130S        0         
7982       GM01024UW130M        0         
7983       GM01024UW130L        0         
7984       GM01024UW13XL        0         
7985       GM01024UW132X        63        
7986       GM01024UW133X        238       
7987       GM01072CS0119        7         
7988       GM01072CS0123        14        
7989       GM01072CS0128        8         
7990       GM01102CS0323        0         
7991       GM01102CS0328        0         
7992       GM01104CS1223        0         
7993       GM01104CS1228        0         
7994       GM01080CS0519        0         
7995       GM01080CS0523        0         
7996       GM01080CS0528        0         
7997       GM01081CS0119        0         
7998       GM01081CS0123        0         
7999       GM01081CS0128        0         
8000       GM01079CS1119        0         
8001       GM01076CS1219        0         
8002       GM01076CS1228        0         
8003       GM01103CS2223        0         
8004       GM01103CS2228        0         
8005       GM01029CS0123        9         
8006       GM01030CS0128        14        
8007       GM01029CS1123        13        
8008       GM01030CS1128        13        
8009       GM01030CS1028        15        
8010       GM01029CS1723        8         
8011       GM01030CS1728        11        
8012       GM01029CS0323        3         
8013       GM01030CS0328        12        
8014       GM01029CS1023        7         
8024       GM01056UW05XL        0         
8025       GM01058UW170L        0         
8026       GM01059UW010L        0         
8027       GM01059UW01XL        0         
8028       GM01075UW11XL        0         
8029       GM01105UW11XL        0         
8030       GM01077CS1119        0         
8031       GM03005CSRD28        0         
8032       GM03006CSRD36        0         
8033       GM03003CU11CL        0         
8034       GM11112UW0103        4         
8035       GM11113UW0204        6         
8037       GM11113UW0203        5         
8038       GM11112UW0104        6         
8039       GM01092OW010M        10        
8040       GM01123UW080M        129       
8041       GM01123UW080L        165       
8042       GM01123UW08XL        126       
8043       GM01123UW082X        12        
8044       GM01125UW180M        382       
8045       GM01125UW180L        154       
8046       GM01125UW18XL        38        
8047       GM01125UW182X        47        
8048       GM01124UW130M        279       
8049       GM01124UW130L        334       
8050       GM01124UW13XL        205       
8051       GM01124UW132X        14        
8052       GM01129UW170M        42        
8053       GM01129UW170L        0         
8054       GM01129UW17XL        33        
8055       GM01129UW172X        8         
8056       GM01128UW130M        0         
8057       GM01128UW130L        0         
8058       GM01128UW13XL        0         
8059       GM01128UW132X        0         
8060       GM01126UW010M        346       
8061       GM01126UW010L        378       
8062       GM01126UW01XL        289       
8063       GM01126UW012X        41        
8064       GM01127UW170M        218       
8065       GM01127UW170L        160       
8066       GM01127UW17XL        63        
8067       GM01127UW172X        76        
8068       GM01032UW020M        0         
8069       GM01132UW010M        143       
8070       GM01131UW130M        0         
8071       GM01131UW130L        0         
8072       GM01131UW13XL        0         
8073       GM01131UW132X        0         
8074       GM01132UW010L        241       
8075       GM01132UW01XL        146       
8076       GM01133UW190M        50        
8077       GM01133UW190L        204       
8078       GM01133UW19XL        82        
8079       GM01133UW192X        120       
8080       GM01134UW170M        105       
8081       GM01136UW170L        133       
8082       GM01136UW17XL        110       
8083       GM01136UW172X        48        
8084       GM01134UW170L        74        
8085       GM01134UW17XL        172       
8086       GM01134UW172X        20        
8087       GM01135UW190M        19        
8088       GM01136UW170M        172       
8089       GM01138UW010S        132       
8090       GM01138UW010M        161       
8091       GM01138UW010L        237       
8092       GM01138UW01XL        126       
8093       GM01138UW012X        62        
8094       GM01138UW013X        160       
8095       GM01089UW010S        0         
8096       GM01089UW010M        0         
8097       GM01089UW010L        0         
8098       GM03008SS0900        0         
8099       GM01055UW120M        0         
8100       GM01054UW010S        0         
8101       GM01084UWRD0F        0         
8116       GM01032UW023X        6         
8117       GM01002UW010M        0         
8118       GM01130UW19XL        61        
8119       GM01130UW190L        243       
8120       GM01130UW190M        115       
8121       GM01130UW190S        0         
8134       GM01053BP0102        0         
8136       GM01144UW110S        34        
8138       GM01144UW110M        141       
8140       GM01144UW110L        87        
8142       GM01144UW11XL        17        
8144       GM01145UW040S        53        
8146       GM01145UW040M        123       
8148       GM01145UW040L        83        
8150       GM01145UW04XL        20        
8152       GM01146UWW104        205       
8154       GM01146UWP204        7         
8155       GM01132UW012X        139       
8156       GM01135UW190L        42        
